id,Brand_Name,Color,Occasion,Size,Width,Model_Name,Market_Price,Lenskart_Price,Offer_Name,Quantity,Suited_For,Search_Product Name,Classification,Average_Ratings,Total_No_of_Ratings,Purchase_Count,Wishlist_Count
146012,Lenskart Air,Transparent,Any occasion,Medium,134 mm,LA E13517,1700,1700,VCEYE,5742,Any age group,Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.65,146,77252,2904
216521,Lenskart Hustlr,Ocean Blue,,Medium,139 mm,LA E15417-W,1700,1700,LKBLUCE,2328,,Peyush Bansal Shark Tank Ocean Blue Full Rim Lenskart Hustlr Eyeglasses,eyeframe,0.0,0,5230,0
217261,Lenskart Hustlr,Transparent,,Medium,139 mm,LH E16985-W,1700,1700,VCEYE,2159,,Lenskart Hustlr LH E16985-W C5 Eyeglasses,eyeframe,0.0,0,2679,0
216712,Lenskart Hustlr,Pink,,Medium,139 mm,LA E15417-W,1700,1700,VCEYE,1400,,Flamingo Full Rim Wayfarer Lenskart Air Hustlr LA E15417-W-C3 Eyeglasses,eyeframe,0.0,0,2954,0
201333,Lenskart Air,Grey,Any occasion,Medium,134 mm,LA E13068,1700,1700,VCEYE,945,,Grey Transparent Full Rim Wayfarer Eyeglasses,eyeframe,4.65,166,26504,0
201315,Vincent Chase,Silver Black,Any occasion,Medium,134 mm,VC E13634,1700,1700,VCEYE,3435,Any age group,Black Silver Full Rim Geometric Eyeglasses,eyeframe,4.75,124,8629,0
211383,Lenskart Air,Blue,,Medium,135 mm,LA E16153,1700,1700,VCEYE,669,,Blue Orange Full Rim Rectangle Lenskart Air Essentials LA E16153-C3 Eyeglasses,eyeframe,0.0,0,2146,0
147507,Vincent Chase,Transparent,Any occasion,Medium,136 mm,VC E13037,1700,1700,VCEYE,10716,Any age group,Transparent Blue Full Rim Rectangle Eyeglasses,eyeframe,4.5,480,62449,8886
208951,Lenskart Hustlr,Navy,,Medium,139 mm,LA E15417-W,1700,1700,VCEYE,11910,,Navy Full Rim Wayfarer Eyeglasses,eyeframe,4.6,289,21568,0
217202,Lenskart Hustlr,Green,Any occasion,Medium,139 mm,LH E16985-W,1700,1700,VCEYE,2220,Any age group,No search keywords,eyeframe,0.0,0,2294,0
215389,Vincent Chase,Green,Any occasion,Medium,137 mm,VC E16665,1700,1700,VCEYE,1096,Any age group,No search keywords,eyeframe,0.0,0,687,0
217201,Lenskart Hustlr,Blue,Any occasion,Medium,139 mm,LH E16985-W,1700,1700,VCEYE,1737,Any age group,No search keywords,eyeframe,0.0,0,2582,0
149607,Vincent Chase,Black,Any occasion,Medium,137 mm,VC E14211,1700,1700,VCEYE,219,,Black Gunmetal Full Rim Aviator Eyeglasses,eyeframe,4.7,62,17898,8286
217431,Lenskart Hustlr,Green,,Medium,139 mm,LA E15417-W,1700,1700,VCEYE,1845,,Lenskart Air LA E15417-W C4 Eyeglasses,eyeframe,0.0,0,1629,0
209750,Lenskart Air,Brown,Any occasion,Wide,138 mm,LA E15844,1700,1700,VCEYE,2121,Any age group,Brown Transparent Full Rim Rectangle Eyeglasses,eyeframe,5.0,1,7403,0
137975,Lenskart Air,Blue,Any occasion,Medium,135 mm,LA E13069,1700,1700,VCEYE,2610,Any age group,Blue Full Rim Square Eyeglasses,eyeframe,4.6,595,79742,10980
215771,Vincent Chase,Gunmetal,Any occasion,Medium,137 mm,VC E16696,1700,1700,VCEYE,165,Any age group,No search keywords,eyeframe,0.0,0,3366,0
145567,Vincent Chase,Black,Any occasion,Medium,135 mm,VC E13634,1700,1700,VCEYE,3448,Any age group,Black Gold Full Rim Geometric Eyeglasses,eyeframe,4.75,124,39065,3205
207481,Lenskart Hustlr,Blue Sky,,Medium,139 mm,LA E15417-W,1700,1700,VCEYE,16473,,Blue Sky Full Rim Wayfarer Eyeglasses,eyeframe,4.6,289,184112,0
145996,Lenskart Air,Transparent,Any occasion,Medium,137 mm,LA E11821,1700,1700,VCEYE,7657,Any age group,Transparent Full Rim Wayfarer Eyeglasses,eyeframe,4.7,528,125004,25348
208956,Lenskart Hustlr,Greystone,,Medium,139 mm,LA E15417-W,1700,1700,VCEYE,9721,,Greystone Full Rim Wayfarer Eyeglasses,eyeframe,4.6,289,50559,0
217022,Lenskart STUDIO,Grey,,Medium,137 mm,LS E15666,2000,2000,,838,,Vincent Chase LS E15666 C6 Eyeglasses,eyeframe,0.0,0,2824,0
206266,Vincent Chase,Blue,Any occasion,Medium,137 mm,VC E15347,1700,1700,VCEYE,2508,,Blue Gunmetal Full Rim Aviator Eyeglasses,eyeframe,0.0,0,4970,0
209728,Vincent Chase,Gunmetal,Any occasion,Medium,134 mm,VC E15838,2000,2000,VCEYE,1807,Any age group,Gunmetal Blue Rimless Rectangle Eyeglasses,eyeframe,0.0,0,756,0
206824,Lenskart Hustlr,Amber,Any occasion,Medium,139 mm,LA E15417-W,1700,1700,VCEYE,1726,,Amber Full Rim Wayfarer Eyeglasses,eyeframe,4.6,289,45832,0
205373,Vincent Chase,Gunmetal,Working,Medium,136 mm,VC E15176,2000,2000,VCEYE,219,,Gunmetal Rimless Square Eyeglasses,eyeframe,0.0,0,4055,0
211943,Lenskart Air,Blue,Any occasion,Medium,136 mm,LA E16240,1700,1700,VCEYE,543,Any age group,No search keywords,eyeframe,0.0,0,1262,0
211448,Lenskart Air,Purple,,Medium,136 mm,LA E16169,1700,1700,VCEYE,952,,Purple Gold Purple Full Rim Square Lenskart Air Fusion LA E16169-C1 Eyeglasses,eyeframe,0.0,0,2087,0
211920,Vincent Chase,Blue,Any occasion,Medium,134 mm,VC E16233,1700,1700,VCEYE,1474,Any age group,No search keywords,eyeframe,0.0,0,1179,0
207671,Lenskart Hustlr,Dark Night,,Medium,139 mm,LA E15417-W,1700,1700,VCEYE,18783,,Dark Night Full Rim Square Eyeglasses,eyeframe,4.6,289,47317,0
210157,Lenskart Air,Green,Any occasion,Medium,132 mm,LA E14961,1700,1700,VCEYE,171,Any age group,No search keywords,eyeframe,0.0,0,2378,0
209774,Lenskart Air,Grey,Any occasion,Medium,137 mm,LA E15851,3000,3000,VCEYE,725,Any age group,No search keywords,eyeframe,0.0,0,3587,0
211524,Vincent Chase,Blue,Any occasion,Medium,136 mm,VC E16198,2000,2000,VCEYE,1163,Any age group,No search keywords,eyeframe,0.0,0,868,0
206828,Lenskart Hustlr,Monza Red,Any occasion,Medium,139 mm,LA E15417-W,1700,1700,VCEYE,3681,,Monza Red Full Rim Wayfarer Eyeglasses,eyeframe,4.6,289,13084,0
206641,Vincent Chase,Transparent,Everyday,Medium,135 mm,VC E15380,1700,1700,VCEYE,92,Any age group,Transparent Full Rim Round Eyeglasses,eyeframe,0.0,0,4764,0
206269,Vincent Chase,Blue,Party,Medium,137 mm,VC E15348,1700,1700,VCEYE,1352,Any age group,Silver Blue Full Rim Square Eyeglasses,eyeframe,0.0,0,5152,0
206036,Lenskart Air,Transparent Blue,Any occasion,Medium,134 mm,LA E15303,1700,1700,VCEYE,1113,Any age group,Transparent Blue Full Rim Square Eyeglasses,eyeframe,5.0,3,5465,0
201332,Lenskart Air,Grey,Any occasion,Medium,134 mm,LA E13068,1700,1700,VCEYE,1476,Any age group,Grey Full Rim Wayfarer Eyeglasses,eyeframe,4.65,166,11631,0
150599,Lenskart Air,Grey,Any occasion,Medium,135 mm,LA E14368,1700,1700,VCEYE,2330,Any age group,Grey Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.65,62,29037,3337
210773,Lenskart Air,Grey,Any occasion,Narrow,131 mm,LA E16026,2000,2000,VCEYE,15,Any age group,No search keywords,eyeframe,0.0,0,3146,0
146615,Vincent Chase,Purple,Any occasion,Medium,135 mm,VC E13784,1700,1700,VCEYE,1849,Any age group,Purple Silver Full Rim Round Eyeglasses,eyeframe,4.6,255,61047,14578
146617,Vincent Chase,Gold,Any occasion,Medium,134 mm,VC E13785,1700,1700,VCEYE,4188,Any age group,Gold Full Rim Geometric Eyeglasses,eyeframe,4.75,173,53643,11799
137974,Lenskart Air,Black,Any occasion,Medium,135 mm,LA E13069,1700,1700,VCEYE,2005,Any age group,Black Full Rim Square Eyeglasses,eyeframe,4.6,595,98074,22506
137971,Lenskart Air,Black,Any occasion,Medium,134 mm,LA E13068,1700,1700,VCEYE,2350,Any age group,Black Full Rim Wayfarer Eyeglasses,eyeframe,4.65,166,78888,20552
215394,Vincent Chase,Pink,Any occasion,Medium,137 mm,VC E16668,1700,1700,VCEYE,1009,Any age group,No search keywords,eyeframe,0.0,0,1025,0
211607,Lenskart Air,Black,Any occasion,Medium,136 mm,LA E16207,4000,4000,VCEYE,1276,Any age group,No search keywords,eyeframe,0.0,0,1056,0
142515,John Jacobs,Black,Working,Medium,136 mm,JJ E13343,3500,3500,JJBOGO,834,Any age group,Matte Black Full Rim Wayfarer Eyeglasses,eyeframe,4.6,30,43123,3172
201618,Vincent Chase,Brown,Working,Narrow,132 mm,VC E14973,1700,1700,VCEYE,3384,Any age group,Brown Transparent Full Rim Cat Eye Eyeglasses,eyeframe,4.75,12,30854,0
201630,Vincent Chase,Brown,Everyday,Narrow,133 mm,VC E14977,1700,1700,VCEYE,711,Any age group,Brown Transparent Full Rim Geometric Eyeglasses,eyeframe,4.8,28,36549,0
146023,Lenskart Air,Grey,Any occasion,Wide,140 mm,LA E13520,1700,1700,VCEYE,1567,,Grey Transparent Full Rim Square Eyeglasses,eyeframe,4.7,290,63547,9749
150581,Lenskart Air,Grey,Any occasion,Wide,140 mm,LA E14362,1700,1700,VCEYE,6550,Any age group,Grey Transparent Full Rim Square Eyeglasses,eyeframe,4.75,65,64195,2027
215762,Vincent Chase,Grey,,Narrow,133 mm,VC E16689,1700,1700,VCEYE,1640,,Black Grey Black Full Rim Rectangle Vincent Chase Classic Acetate VC E16692-C2 Eyeglasses,eyeframe,0.0,0,449,0
213119,Lenskart Air,Gold,,Wide,138 mm,LA E16496,4000,4000,VCEYE,720,,Gold Transparent Full Rim Rectangle Lenskart Air Memory LA E16496-C3 Eyeglasses,eyeframe,0.0,0,716,0
136174,John Jacobs,Transparent,Festive,Medium,135 mm,JJ E10235,3500,3500,,2189,,Transparent Full Rim Wayfarer Eyeglasses,eyeframe,4.45,264,97303,16093
137935,Vincent Chase,Brown,Any occasion,Medium,136 mm,VC E13029,1700,1700,VCEYE,1986,Any age group,Purple Brown Full Rim Cat Eye Eyeglasses,eyeframe,4.8,130,64465,2799
146618,Vincent Chase,Gunmetal,Any occasion,Medium,134 mm,VC E13785,1700,1700,VCEYE,8645,Any age group,Gunmetal Black Full Rim Geometric Eyeglasses,eyeframe,4.75,173,66407,5965
204186,Lenskart Air,Transparent,Any occasion,Medium,137 mm,LA E15019,1700,1700,VCEYE,3536,Any age group,Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.65,43,36406,0
150573,Lenskart Air,Grey,Any occasion,Medium,136 mm,LA E14360,1700,1700,VCEYE,4360,Any age group,Grey Transparent Full Rim Round Eyeglasses,eyeframe,4.8,99,66848,4822
215363,Vincent Chase,Blue,Any occasion,Medium,136 mm,VC E16649,2000,2000,VCEYE,1358,Any age group,Blue Half Rim Rectangle Eyeglasses,eyeframe,0.0,0,549,0
213115,Lenskart Air,Gunmetal,Any occasion,Medium,137 mm,LA E16495,4000,4000,VCEYE,1066,Any age group,No search keywords,eyeframe,0.0,0,810,0
150858,John Jacobs,Grey,Everyday,Medium,134 mm,JJ E14410,3500,3500,JJEYE,1036,Any age group,Grey Transparent Full Rim Round Eyeglasses,eyeframe,4.65,21,35154,0
146620,Vincent Chase,Silver,Any occasion,Narrow,132 mm,VC E13786,1700,1700,VCEYE,16959,Any age group,Silver Black Full Rim Geometric Eyeglasses,eyeframe,4.8,272,101881,6800
201621,Vincent Chase,Pink,Working,Extra Narrow,128 mm,VC E14974,1700,1700,VCEYE,2817,,Pink Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.85,14,22792,0
152985,Lenskart Air,Grey,Any occasion,Extra Wide,142 mm,LA E14736,1700,1700,VCEYE,834,Any age group,Grey Full Rim Rectangle Eyeglasses,eyeframe,4.6,14,29612,0
148327,Lenskart Air,Transparent,Any occasion,Wide,139 mm,LA E14016,1700,1700,VCEYE,620,Any age group,Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.85,34,27309,1709
215761,Vincent Chase,Blue,,Narrow,133 mm,VC E16689,1700,1700,VCEYE,783,,Blue Full Rim Rectangle Vincent Chase Classic Acetate VC E16689-C1 Eyeglasses,eyeframe,0.0,0,1006,0
212718,Lenskart Air,Grey,Any occasion,Narrow,131 mm,LA E16433,1700,1700,VCEYE,1571,Any age group,No search keywords,eyeframe,0.0,0,1005,0
208134,John Jacobs,Black,Any occasion,Extra Wide,148 mm,JJ S15556,6000,6000,JJSUN,833,Any age group,Black Square Full Rim Sunglasses,sunglasses,3.5,4,5544,0
207375,Vincent Chase,Gunmetal,Any occasion,Medium,136 mm,VC E15481,1700,1700,VCEYE,788,Any age group,No search keywords,eyeframe,4.85,8,6085,0
137934,Vincent Chase,Black,Any occasion,Medium,136 mm,VC E13029,1700,1700,VCEYE,3998,Any age group,Black Full Rim Cat Eye Eyeglasses,eyeframe,4.8,130,33486,2254
146653,Lenskart Air,Black,Any occasion,Medium,135 mm,LA E13776,1700,1700,VCEYE,3181,,Matte Black Full Rim Rectangle Eyeglasses,eyeframe,4.65,107,72105,5779
151705,Lenskart Air,Grey,Any occasion,Medium,136 mm,LA E14573,1700,1700,VCEYE,1883,Any age group,Grey Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.7,61,35228,0
212863,Vincent Chase,Blue,,Medium,136 mm,VC E16453,1700,1700,VCEYE,636,,Blue Full Rim Aviator Vincent Chase SLEEK STEEL VC E16453-C1 Eyeglasses,eyeframe,0.0,0,929,0
212719,Lenskart Air,Blue,Any occasion,Medium,135 mm,LA E16434,1700,1700,VCEYE,1527,Any age group,No search keywords,eyeframe,0.0,0,1130,0
151378,Vincent Chase,Gunmetal,Vacation,Narrow,134 mm,VC S14507,2000,2000,VCSUN,378,,Gunmetal Rectangle/ Square Full Rim Sunglasses,sunglasses,4.25,7,52720,993
146623,Vincent Chase,Gold,Any occasion,Narrow,132 mm,VC E13788,1700,1700,VCEYE,3230,Any age group,Gold Full Rim Geometric Eyeglasses,eyeframe,4.75,106,60829,5489
148332,Lenskart Air,Black,Any occasion,Wide,139 mm,LA E14017,1700,1700,VCEYE,85,Any age group,Black Full Rim Square Eyeglasses,eyeframe,4.7,72,34724,3992
146020,Lenskart Air,Blue,Any occasion,Extra Wide,144 mm,LA E13519,1700,1700,VCEYE,3557,,Transparent Blue Full Rim Hexagon Eyeglasses,eyeframe,4.75,172,56735,5332
212867,Vincent Chase,Black,Any occasion,Wide,138 mm,VC E16455,1700,1700,VCEYE,799,Any age group,No search keywords,eyeframe,0.0,0,438,0
213106,Lenskart Air,Black,,Medium,135 mm,LA E16491,4000,4000,VCEYE,1335,,Black Full Rim Round Lenskart Air Memory LA E16491-C1 Eyeglasses,eyeframe,0.0,0,740,0
201388,John Jacobs,Gunmetal,Everyday,Medium,137 mm,JJ E11540,5000,5000,JJEYE,901,Any age group,Gunmetal Full Rim Rectangle Eyeglasses,eyeframe,4.4,184,27933,0
146616,Vincent Chase,Black,Any occasion,Medium,135 mm,VC E13784,1700,1700,VCEYE,4506,,Matte Black Gunmetal Full Rim Round Eyeglasses,eyeframe,4.6,255,71086,22848
150413,Vincent Chase,Pink,Any occasion,Medium,136 mm,VC E14324,2000,2000,VCEYE,4594,Any age group,Pink Rimless Rectangle Eyeglasses,eyeframe,4.2,46,26713,384
151703,Lenskart Air,Grey,Any occasion,Medium,136 mm,LA E14573,1700,1700,VCEYE,3191,Any age group,Grey Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.7,61,22223,0
151702,Lenskart Air,Grey,,Medium,137 mm,LA E14572,1700,1700,VCEYE,1281,,Grey Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.75,35,22965,0
215369,Vincent Chase,Blue,Any occasion,Medium,135 mm,VC E16652,2000,2000,VCEYE,1556,Any age group,Blue Half Rim Rectangle Eyeglasses,eyeframe,0.0,0,533,0
213110,Lenskart Air,Black,Any occasion,Medium,136 mm,LA E16493,4000,4000,VCEYE,1354,Any age group,No search keywords,eyeframe,0.0,0,568,0
150856,John Jacobs,Maroon,Any occasion,Medium,134 mm,JJ E14409,3500,3500,JJEYE,306,Any age group,Maroon Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.5,11,12502,0
146619,Vincent Chase,Gold,Any occasion,Narrow,132 mm,VC E13786,1700,1700,VCEYE,11439,Any age group,Gold Full Rim Geometric Eyeglasses,eyeframe,4.8,272,75033,12294
204440,Vincent Chase,Silver,Working,Narrow,130 mm,VC E15069,1700,1700,VCEYE,572,Any age group,Silver Full Rim Round Eyeglasses,eyeframe,4.75,16,16960,0
146850,Lenskart Air,Transparent,Any occasion,Wide,140 mm,LA E12709,1700,1700,VCEYE,3697,Any age group,Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.75,95,76746,12349
152984,Lenskart Air,Black,Any occasion,Extra Wide,142 mm,LA E14736,1700,1700,VCEYE,3785,Any age group,Black Full Rim Rectangle Eyeglasses,eyeframe,4.6,14,27664,0
212866,Vincent Chase,Blue,Any occasion,Wide,138 mm,VC E16454,1700,1700,VCEYE,298,Any age group,No search keywords,eyeframe,0.0,0,240,0
213107,Lenskart Air,Black,Any occasion,Medium,138 mm,LA E16492,4000,4000,VCEYE,915,Any age group,No search keywords,eyeframe,0.0,0,1346,0
150871,John Jacobs,Grey,Everyday,Wide,140 mm,JJ E14414,3500,3500,JJEYE,957,Any age group,Grey Transparent Full Rim Square Eyeglasses,eyeframe,4.7,19,23680,0
146625,Vincent Chase,Silver,Any occasion,Medium,136 mm,VC E13789,1700,1700,VCEYE,23,Any age group,Silver Full Rim Geometric Eyeglasses,eyeframe,4.65,180,27244,11647
149097,Vincent Chase,Grey,Any occasion,Medium,136 mm,VC E13033-M,1700,1700,VCEYE,796,Any age group,Grey Transparent Gunmetal Full Rim Round Eyeglasses,eyeframe,4.7,50,44102,1985
136712,Lenskart Air,Black,Any occasion,Medium,134 mm,LA E12852,1700,1700,VCEYE,7339,Any age group,Grey Full Rim Rectangle Eyeglasses,eyeframe,4.6,223,59407,5775
152987,Lenskart Air,Blue,Any occasion,Medium,136 mm,LA E14736M,1700,1700,VCEYE,1126,Any age group,Blue Full Rim Rectangle Eyeglasses,eyeframe,4.85,14,21862,0
212879,Vincent Chase,Gold,Any occasion,Medium,135 mm,VC E16461,1700,1700,VCEYE,1481,Any age group,No search keywords,eyeframe,0.0,0,1085,0
212335,Lenskart Air,Blue,Any occasion,Medium,136 mm,LA E16351,1700,1700,No offer,2411,Any age group,No search keywords,eyeframe,0.0,0,669,0
150862,John Jacobs,Black,Everyday,Medium,138 mm,JJ E14411,3500,3500,JJEYE,6028,Any age group,Black Full Rim Rectangle Eyeglasses,eyeframe,4.6,10,26969,0
134826,Vincent Chase,Silver,Any occasion,Wide,138 mm,VC E12422,1700,1700,VCEYE,4258,Any age group,Silver Full Rim Square Eyeglasses,eyeframe,4.65,547,86301,27771
201631,Vincent Chase,Transparent,Everyday,Narrow,133 mm,VC E14977,1700,1700,VCEYE,2714,Any age group,Transparent Full Rim Geometric Eyeglasses,eyeframe,4.8,28,28669,0
150583,Lenskart Air,Black,Any occasion,Wide,140 mm,LA E14362,1700,1700,VCEYE,4349,Any age group,Black Full Rim Square Eyeglasses,eyeframe,4.75,65,50695,970
201272,Lenskart Air,Grey,Any occasion,Extra Wide,143 mm,LA E14958,1700,1700,VCEYE,6650,Any age group,Grey Transparent Full Rim Aviator Eyeglasses,eyeframe,4.95,20,25389,0
215378,Vincent Chase,Silver,Any occasion,Narrow,133 mm,VC E16656,1700,1700,VCEYE,1581,Any age group,No search keywords,eyeframe,0.0,0,15,0
211293,Lenskart Air,Black,Any occasion,Wide,140 mm,LA E13069-W,1700,1700,VCEYE,2263,Any age group,No search keywords,eyeframe,0.0,0,83,0
211282,John Jacobs,Grey,Any occasion,Wide,139 mm,JJ E16146,3500,3500,JJBOGO,166,Any age group,Grey Transparent Full Rim Rectangle Eyeglasses,eyeframe,5.0,1,5925,0
142996,Vincent Chase,Purple,Any occasion,Narrow,132 mm,VC E13393,2000,2000,VCEYE,3498,,Golden Purple Half Rim Cat Eye Eyeglasses,eyeframe,4.65,75,64632,1820
204441,Vincent Chase,Copper,Working,Narrow,130 mm,VC E15069,1700,1700,VCEYE,1240,Any age group,Copper Full Rim Round Eyeglasses,eyeframe,4.75,16,8715,0
150798,Lenskart Air,Gunmetal,,Narrow,132 mm,LA E14398,3000,3000,VCEYE,530,,Gunmetal Full Rim Round Eyeglasses,eyeframe,4.7,34,32486,612
150562,Lenskart Air,Black,Any occasion,Wide,140 mm,LA E12489,1700,1700,VCEYE,3679,Any age group,Black Full Rim Wayfarer Eyeglasses,eyeframe,4.65,103,33399,2014
215397,Vincent Chase,Green,,Narrow,132 mm,VC E16670,1700,1700,VCEYE,902,,Milky Green Multicolour Full Rim Round Vincent Chase Classic Acetate VC E16670-C2 Eyeglasses,eyeframe,0.0,0,900,0
211601,Lenskart Air,Silver,Any occasion,Medium,137 mm,LA E16204,4000,4000,VCEYE,1432,Any age group,No search keywords,eyeframe,0.0,0,1059,0
134949,John Jacobs,Black,Any occasion,Extra Wide,143 mm,JJ S12473,5000,5000,JJSUN,1650,Any age group,Black Square Full Rim Sunglasses,sunglasses,4.75,16,9948,2240
146624,Vincent Chase,Gunmetal,Any occasion,Narrow,132 mm,VC E13788,1700,1700,VCEYE,10005,,Matte Gunmetal Full Rim Geometric Eyeglasses,eyeframe,4.75,106,59092,7488
149021,Lenskart Air,Black,Any occasion,Wide,138 mm,LA E14101,1700,1700,VCEYE,4106,Any age group,Black Transparent Full Rim Cat Eye Eyeglasses,eyeframe,4.75,35,32448,2283
146021,Lenskart Air,Grey,Any occasion,Extra Wide,144 mm,LA E13519,1700,1700,VCEYE,5219,Any age group,Grey Transparent Full Rim Hexagon Eyeglasses,eyeframe,4.75,172,49567,4903
215311,Vincent Chase,Blue,Any occasion,Wide,139 mm,VC E16606,1700,1700,VCEYE,478,Any age group,No search keywords,eyeframe,0.0,0,13,0
211606,Lenskart Air,Black,Any occasion,Narrow,133 mm,LA E16206,4000,4000,VCEYE,1197,Any age group,No search keywords,eyeframe,0.0,0,1251,0
150874,John Jacobs,Blue,Party,Wide,140 mm,JJ E14415,3500,3500,JJEYE,287,Any age group,Blue Full Rim Rectangle Eyeglasses,eyeframe,4.6,11,22023,0
146613,Vincent Chase,Rose Gold,Any occasion,Narrow,132 mm,VC E13783,1700,1700,VCEYE,7714,Any age group,Rose Gold Full Rim Geometric Eyeglasses,eyeframe,4.75,88,49409,10128
210271,Vincent Chase,Pink,,Extra Narrow,136 mm,VC E13447,1700,1700,VCEYE,21385,,Vincent Chase VC E13447 C6 Eyeglasses,eyeframe,0.0,0,11136,0
150584,Lenskart Air,Blue,Any occasion,Wide,141 mm,LA E14363,1700,1700,VCEYE,2632,Any age group,Blue Full Rim Square Eyeglasses,eyeframe,4.7,40,47338,759
145789,Lenskart Air,Black,Any occasion,Extra Wide,142 mm,LA E13646,1700,1700,VCEYE,1682,Any age group,Black Full Rim Aviator Eyeglasses,eyeframe,4.45,63,38078,4846
215367,Vincent Chase,Blue,Any occasion,Narrow,132 mm,VC E16651,2000,2000,VCEYE,1304,Any age group,Blue Half Rim Rectangle Eyeglasses,eyeframe,0.0,0,491,0
211603,Lenskart Air,Gold,Any occasion,Narrow,132 mm,LA E16205,4000,4000,VCEYE,1614,Any age group,No search keywords,eyeframe,0.0,0,872,0
211189,John Jacobs,Grey,Any occasion,Wide,138 mm,JJ E16115,3500,3500,JJBOGO,2219,Any age group,Grey Transparent Full Rim Rectangle Eyeglasses,eyeframe,0.0,0,5036,0
147491,Vincent Chase,Black,Any occasion,Wide,135 mm,VC E13919,1700,1700,VCEYE,5993,,Black Grey Transparent Full Rim Square Eyeglasses,eyeframe,4.6,51,23183,4251
201104,Vincent Chase,Silver,Working,Wide,139 mm,VC E14938,1700,1700,VCEYE,1493,Any age group,Silver Black Full Rim Square Eyeglasses,eyeframe,4.6,30,25430,0
200552,Lenskart Air,Transparent,Any occasion,Extra Wide,142 mm,LA E14832,1700,1700,VCEYE,3141,,Transparent Full Rim Aviator Eyeglasses,eyeframe,4.55,62,33745,0
145998,Lenskart Air,Gold,Any occasion,Narrow,132 mm,LA E11824,1700,1700,VCEYE,1882,Any age group,Full Rim Cat Eye Eyeglasses,eyeframe,4.85,159,51374,16002
215365,Vincent Chase,White,Any occasion,Wide,138 mm,VC E16650,2000,2000,VCEYE,1511,Any age group,White Half Rim Rectangle Eyeglasses,eyeframe,0.0,0,390,0
211292,Lenskart Air,Black,Any occasion,Narrow,130 mm,LA E13069-N,1700,1700,VCEYE,2050,Any age group,No search keywords,eyeframe,0.0,0,52,0
133686,John Jacobs,Black,Working,Narrow,132 mm,JJ E11318,5000,5000,JJBOGO,4493,Any age group,Pro Titanium Gunmetal Rimless Rectangle Eyeglasses,eyeframe,4.5,108,55237,5288
201622,Vincent Chase,Grey,Everyday,Extra Narrow,128 mm,VC E14974,1700,1700,VCEYE,841,Any age group,Grey Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.85,14,20825,0
143223,Vincent Chase,Blue,Any occasion,Narrow,132 mm,VC E13445,1700,1700,VCEYE,322,Any age group,Blue Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.6,110,68027,5969
148331,Lenskart Air,Grey Transparent,Any occasion,Wide,139 mm,LA E14017,1700,1700,VCEYE,6358,,Grey Transparent Full Rim Square Eyeglasses,eyeframe,4.7,72,31041,1690
137980,Lenskart Air,Black,Any occasion,Narrow,132 mm,LA E13071,1700,1700,VCEYE,4563,,Black Full Rim Round Eyeglasses,eyeframe,4.65,200,30296,12149
215371,Vincent Chase,Purple,Any occasion,Narrow,132 mm,VC E16653,2000,2000,VCEYE,1191,Any age group,Purple Half Rim Cat Eye Eyeglasses,eyeframe,0.0,0,506,0
215411,Lenskart Air,Blue,Any occasion,Medium,137 mm,LA E16643,1700,1700,VCEYE,1531,Any age group,No search keywords,eyeframe,0.0,0,1489,0
135067,John Jacobs,Gold,Any occasion,Wide,141 mm,JJ S11123,5000,5000,JJSUN,73,Any age group,Gold Aviator Full Rim Sunglasses,sunglasses,4.7,36,18805,4534
151049,Vincent Chase,Black,Sports,Wide,142 mm,VC S14457,2000,2000,VCSUN,2528,Any age group,Matte Black Wayfarer Full Rim Sunglasses,sunglasses,4.85,7,34150,477
134745,Vincent Chase,Black,Any occasion,Wide,138 mm,VC E12395,1700,1700,VCEYE,7407,Any age group,Black Full Rim Rectangle Eyeglasses,eyeframe,4.6,211,79318,15718
206126,Lenskart Air,Grey,Any occasion,Wide,139 mm,LA E15319,3000,3000,VCEYE,6067,,Grey Transparent Full Rim Square Eyeglasses,eyeframe,0.0,0,19189,0
206049,Lenskart Air,Transparent,Any occasion,Wide,139 mm,LA E15308,1700,1700,VCEYE,2555,Any age group,Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.8,11,15883,0
215391,Vincent Chase,Brown,Any occasion,Narrow,133 mm,VC E16666,1700,1700,VCEYE,1059,Any age group,No search keywords,eyeframe,0.0,0,751,0
215419,Lenskart Air,Pink,Any occasion,Medium,134 mm,LA E16647,1700,1700,VCEYE,1700,Any age group,No search keywords,eyeframe,0.0,0,842,0
137726,John Jacobs,Gunmetal,Working,Wide,139 mm,JJ E12977,5000,5000,JJBOGO,6591,Any age group,Matte Gunmetal Full Rim Square Eyeglasses,eyeframe,4.45,52,18418,2139
