id,Brand_Name,Color,Occasion,Size,Width,Model_Name,Market_Price,Lenskart_Price,Offer_Name,Quantity,Suited_For,Search_Product Name,Classification,Average_Ratings,Total_No_of_Ratings,Purchase_Count,Wishlist_Count
206961,Vincent Chase Polarized,Gold,Vacation,Extra Wide,150 mm,VC S15449,2000,2000,VCSUN,3086,Any age group,Gold Aviator Full Rim Sunglasses,sunglasses,5.0,2,6594,0
146819,Lenskart Air,Black,Any occasion,Extra Narrow,128 mm,LA E11491,1700,1700,VCEYE,349,Any age group,Black Full Rim Round Eyeglasses,eyeframe,4.7,37,26367,8896
213221,Vincent Chase,Silver,Vacation,Medium,136 mm,VC S16531,2000,2000,VCSUN,746,Any age group,Silver Full Rim Cat Eye Sunglasses,sunglasses,0.0,0,668,0
149851,Hooper,Grey,Any occasion,8-12 yrs,125 mm,HP E10006,1000,1000,HOOPEREYE,2176,8-12 yrs,Grey Full Rim Rectangle Eyeglasses,eyeframe,4.8,18,16348,204
201343,Lenskart Air,Orange,Any occasion,Wide,138 mm,LA E14101,1700,1700,VCEYE,967,Any age group,Orange Transparent Full Rim Cat Eye Eyeglasses,eyeframe,4.75,35,6020,0
204344,Hooper,Transparent,Any occasion,5-8 yrs,121 mm,HP E15084M,1000,1000,HOOPEREYE,1630,5-8 yrs,Transparent Full Rim Rectangle Eyeglasses,eyeframe,5.0,5,5900,0
209053,Lenskart Hustlr,Dark Night,Any occasion,Extra Narrow,125 mm,HP D15011,1700,1700,HOOPERKIDSCE,1150,8-12 yrs,Black Full Rim Wayfarer Eyeglasses,non_power_reading,0.0,0,2986,0
211939,Vincent Chase,Brown,Any occasion,Narrow,133 mm,VC E16232,1700,1700,VCEYE,686,Any age group,No search keywords,eyeframe,0.0,0,1427,0
152847,Vincent Chase Polarized,Grey,Vacation,Wide,142 mm,VC S11759,2000,2000,VCSUN,4102,Any age group,Gold Grey Cat Eye Full Rim Sunglasses,sunglasses,4.8,6,16700,0
206773,Vincent Chase Polarized,Brown,Any occasion,Medium,140 mm,VC S15407,2000,2000,VCSUN,3255,Any age group,Brown Tortoise Aviator Full Rim Sunglasses,sunglasses,0.0,0,4892,0
211921,Vincent Chase,Black,Any occasion,Medium,134 mm,VC E16233,1700,1700,VCEYE,1151,Any age group,No search keywords,eyeframe,0.0,0,1520,0
149818,Lenskart READERS,Black,Any occasion,Wide,140 mm,LR 6967,500,500,,1558,,Black Full Rim Rectangle Eyeglasses,non_power_reading,5.0,17,9972,40
149688,Vincent Chase Online,Black,Any occasion,Extra Narrow,129 mm,VC E14170,1700,1700,VCEYE,486,Any age group,Black Full Rim Square Eyeglasses,eyeframe,4.65,47,12425,5907
211390,Lenskart Air,Green,Any occasion,Narrow,132 mm,LA E16156,1700,1700,VCEYE,843,Any age group,No search keywords,eyeframe,0.0,0,1215,0
211272,Vincent Chase Polarized,Black,Any occasion,Medium,139 mm,VC S13137-M,2000,2000,VCSUN,190,Any age group,Black Round Full Rim Sunglasses,sunglasses,0.0,0,2604,0
206750,Vincent Chase Polarized,Gold,,Medium,139 mm,VC S15399,2000,2000,VCSUN,3422,,Gold Rectangle/ Square Full Rim Sunglasses,sunglasses,5.0,2,7138,0
149034,Vincent Chase Polarized,Gunmetal,Vacation,Narrow,135 mm,VC S13115,2000,2000,VCSUN,3038,Any age group,Gunmetal Rectangle/ Square Full Rim Sunglasses,sunglasses,4.6,104,19509,5042
210465,Vincent Chase,Blue,Any occasion,Extra Narrow,126 mm,VC E13676,1700,1700,VCEYE,98,Any age group,No search keywords,eyeframe,0.0,0,1841,0
150879,John Jacobs,Transparent,Party,Medium,136 mm,JJ E14416,3500,3500,JJEYE,1580,Any age group,Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.8,5,14607,0
152192,John Jacobs,Gold,,Medium,138 mm,JJ S14654,5000,5000,JJSUN,39,,Gold Aviator Full Rim Sunglasses,sunglasses,0.0,0,3349,0
213633,Hooper,Purple,Any occasion,5-8 yrs,120 mm,HP E15084M,1000,1000,HOOPEREYE,922,5-8 yrs,No search keywords,eyeframe,0.0,0,593,0
208802,Aquacolor,No color available,Any occasion,No size,,Aquacolor Premium Flirty Blue Powered Monthly,650,299,AQUACOLOR,49991,Any age group,Aquacolor Flirty Blue Premium Powered Monthly 1LP,contact_lens,0.0,0,6534,0
215393,Vincent Chase,Green,Any occasion,Medium,137 mm,VC E16668,1700,1700,VCEYE,972,Any age group,No search keywords,eyeframe,0.0,0,671,0
150854,John Jacobs,Black,Party,Medium,134 mm,JJ E14409,3500,3500,JJEYE,27,Any age group,Black Full Rim Rectangle Eyeglasses,eyeframe,4.5,11,15500,0
211054,Lenskart Air,Gunmetal,Any occasion,Wide,141 mm,LA E16125,2000,2000,VCEYE,55,Any age group,No search keywords,eyeframe,0.0,0,3045,0
152657,John Jacobs,Silver,Everyday,Medium,134 mm,JJ E14684,5000,5000,JJEYE,965,Any age group,Silver Blue Rimless Rectangle Eyeglasses,eyeframe,5.0,7,7249,51
215398,Vincent Chase,Green,Any occasion,Medium,134 mm,VC E16671,1700,1700,VCEYE,1125,Any age group,No search keywords,eyeframe,0.0,0,657,0
206125,Lenskart Air,Black Green,Any occasion,Wide,138 mm,LA E15318,3000,3000,VCEYE,533,Any age group,Black Green Full Rim Square Eyeglasses,eyeframe,4.9,12,10954,0
211938,Vincent Chase,Blue,Any occasion,Narrow,133 mm,VC E16232,1700,1700,VCEYE,1504,Any age group,No search keywords,eyeframe,0.0,0,1098,0
211283,John Jacobs,Grey,Any occasion,Wide,139 mm,JJ E16146,3500,3500,JJBOGO,3021,Any age group,Grey Transparent Full Rim Rectangle Eyeglasses,eyeframe,0.0,0,2075,0
212717,Lenskart Air,Brown,Any occasion,Narrow,131 mm,LA E16433,1700,1700,VCEYE,2058,Any age group,No search keywords,eyeframe,0.0,0,579,0
210780,Lenskart Air,Black,Any occasion,Medium,134 mm,LA E16029,2000,2000,VCEYE,104,Any age group,No search keywords,eyeframe,0.0,0,2339,0
213220,Vincent Chase,Silver,Vacation,Medium,136 mm,VC S16531,2000,2000,VCSUN,790,Any age group,Silver Full Rim Cat Eye Sunglasses,sunglasses,0.0,0,632,0
134948,John Jacobs,Rose Gold,Any occasion,Medium,137 mm,JJ S12472,5000,5000,JJSUN,2938,Any age group,Gold Hexagonal Full Rim Sunglasses,sunglasses,4.3,24,12458,3089
137918,John Jacobs,Transparent,Party,Narrow,130 mm,JJ E13024,3500,3500,JJBOGO,1668,Any age group,Transparent Full Rim Wayfarer Eyeglasses,eyeframe,4.6,35,10773,2617
147939,Vincent Chase,Black,Any occasion,Wide,141 mm,VC E12395-XL,1700,1700,VCEYE,268,Any age group,Blue Gunmetal Full Rim Rectangle Eyeglasses,eyeframe,4.7,31,22590,2375
211061,Lenskart Air,Black,Any occasion,Wide,141 mm,LA E16129,2000,2000,VCEYE,59,Any age group,No search keywords,eyeframe,0.0,0,3105,0
200373,Vincent Chase Polarized,Silver,Any occasion,Wide,141 mm,VC 5158/P,1500,1500,VCSUN,4684,Any age group,Silver Aviator Full Rim Sunglasses,sunglasses,4.4,1131,7804,0
206462,Vincent Chase Polarized,Gold,Any occasion,Medium,138 mm,VC S15372,2000,2000,VCSUN,2918,Any age group,Gold Aviator Full Rim Sunglasses,sunglasses,5.0,1,7377,0
209298,Vincent Chase Polarized,Gold,Vacation,Extra Wide,146 mm,VC S15752,2000,2000,VCSUN,1635,Any age group,Clubmaster Full Rim Sunglasses,sunglasses,0.0,0,4007,0
135216,John Jacobs,Grey,Party,Wide,138 mm,JJ S12504,5000,5000,JJSUN,232,Any age group,Grey Square Full Rim Sunglasses,sunglasses,4.8,42,8741,1343
146981,Vincent Chase,Blue,Any occasion,Extra Narrow,128 mm,VC E13815,2000,2000,VCEYE,1044,Any age group,Blue Rimless Rectangle Eyeglasses,eyeframe,4.65,25,19623,860
206994,Aquacolor Premium,,,,,Aquacolor Premium Dusky Brown Zero Power Monthly,1299,549,AQUACOLOR,49990,,Aquacolor Dusky Brown Premium Zero Power Monthly 1LP,contact_lens,0.0,0,13410,0
149876,Hooper,Black,Any occasion,8-12 yrs,125 mm,HP E10082L,1000,1000,HOOPEREYE,2574,8-12 yrs,Black Full Rim Wayfarer Eyeglasses,eyeframe,4.8,10,11710,169
212322,Lenskart Air,Brown,Any occasion,Medium,134 mm,LA E16347,1700,1700,VCEYE,713,Any age group,No search keywords,eyeframe,0.0,0,1390,0
210789,Lenskart Air,Black,Any occasion,Medium,136 mm,LA E16032,2000,2000,VCEYE,328,Any age group,No search keywords,eyeframe,0.0,0,2568,0
149849,Hooper,Maroon,Any occasion,8-12 yrs,125 mm,HP E10006,1000,1000,HOOPEREYE,808,8-12 yrs,Maroon Full Rim Rectangle Eyeglasses,eyeframe,4.8,18,13077,381
216523,Lenskart Hustlr,Ocean Blue,,Extra Wide,144 mm,LA E15417-XW,1700,1700,VCEYE,3029,,Ocean Blue Full Rim Wayfarer Lenskart Air Hustlr LA E15417-XW-C30 Eyeglasses,eyeframe,0.0,0,2471,0
148224,John Jacobs,Gold,Vacation,Wide,140 mm,JJ S13994,5000,5000,JJSUN,613,Any age group,Gold Hexagonal Full Rim Sunglasses,sunglasses,5.0,5,7008,94
143007,Vincent Chase,Red,Any occasion,Narrow,130 mm,VC E13396,2000,2000,VCEYE,1528,Any age group,Matte Maroon Half Rim Rectangle Eyeglasses,eyeframe,4.45,70,15404,2342
204383,Hooper,Green,Any occasion,5-8 yrs,120 mm,HP E15085M,1000,1000,HOOPEREYE,1394,5-8 yrs,Green Transparent Full Rim Rectangle Eyeglasses,eyeframe,5.0,1,5116,0
149846,Hooper,Blue,Any occasion,5-8 yrs,121 mm,HP E10004,1000,1000,HOOPEREYE,1331,5-8 yrs,Sky Blue Full Rim Rectangle Eyeglasses,eyeframe,4.65,32,17181,321
201324,Lenskart Air,Green,Any occasion,Narrow,131 mm,LA E12059,1700,1700,VCEYE,1746,Any age group,Green Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.45,26,6705,0
212262,Lenskart STUDIO,Black,Vacation,Wide,142 mm,LK S16324,2000,2000,VCSUN,10,Any age group,Gold Black Yellow Full Rim Rectangle/Square Sunglasses,sunglasses,0.0,0,2212,0
213640,Hooper,Purple,Any occasion,5-8 yrs,124 mm,HP E15084L,1000,1000,HOOPEREYE,659,5-8 yrs,No search keywords,eyeframe,0.0,0,572,0
215366,Vincent Chase,Black,Any occasion,Narrow,132 mm,VC E16651,2000,2000,VCEYE,1200,Any age group,Black Half Rim Rectangle Eyeglasses,eyeframe,0.0,0,602,0
206995,Aquacolor Premium,,,,,Aquacolor Premium Spicy Gray Zero Power Monthly,1299,549,AQUACOLOR,49976,,Aquacolor Spicy Grey Premium Zero Power Monthly 1LP,contact_lens,0.0,0,14382,0
208861,Acuvue Vita,No color available,,No size,,Acuvue Vita Monthly Disposable with BC 8.8 10Hrs,2500,1895,,0,,Johnson Johnson Acuvue Vita Monthly Contact Lenses - 6 Lens Box with BC 8 80,contact_lens,5.0,1,30134,495
211406,Vincent Chase,Blue,Any occasion,Wide,138 mm,VC E15168,1700,1700,VCEYE,66,Any age group,No search keywords,eyeframe,0.0,0,2701,0
213638,Hooper,Grey,Any occasion,5-8 yrs,120 mm,HP E15085M,1000,1000,HOOPEREYE,881,5-8 yrs,No search keywords,eyeframe,0.0,0,583,0
211432,Lenskart Air,Black,Any occasion,Narrow,133 mm,LA E16163,1700,1700,VCEYE,1424,Any age group,Black Geometric Full Rim Eyeglasses,eyeframe,0.0,0,1645,0
217826,Aquacolor,No color available,,No size,,Aquacolor Mystery Brown Zero Power Daily,900,599,,0,,Aqua Color Daily Disposable Brown Color Contact Lens  10 Lens Box,contact_lens,0.0,0,1824,0
149206,John Jacobs,Brown,Any occasion,Medium,136 mm,JJ E14145,5000,5000,JJBOGO,1178,Any age group,Brown Full Rim Rectangle Eyeglasses,eyeframe,5.0,1,7410,215
209296,Vincent Chase Polarized,Gunmetal,Vacation,Medium,137 mm,VC S15751,2000,2000,VCSUN,2025,Any age group,Clubmaster Full Rim Sunglasses,sunglasses,0.0,0,3700,0
211464,Lenskart Air,Gunmetal,Any occasion,Medium,137 mm,LA E16177,2000,2000,VCEYE,1218,Any age group,No search keywords,eyeframe,0.0,0,566,0
212597,Vincent Chase Polarized,Gold,Any occasion,Medium,139 mm,VC S16401,2000,2000,No offer,533,Any age group,Gold Full Rim Geometric Sunglasses,sunglasses,0.0,0,2021,0
150508,Aquacolor,No color available,Any occasion,No size,,Aquacolor Dusky Brown Zero Power Daily,900,599,AQUACOLOR,49962,,Aquacolor Dusky Brown Zero Power Dailies 10 LP,contact_lens,0.0,0,7873,4
211280,Vincent Chase,Silver,,Wide,144 mm,VC S14507-W,2000,2000,VCSUN,218,,Silver Rectangle/ Square Full Rim Sunglasses,sunglasses,0.0,0,2766,0
137500,John Jacobs,Gunmetal,Vacation,Wide,139 mm,JJ S12968,5000,5000,JJSUN,198,Any age group,Gunmetal Hexagonal Full Rim Sunglasses,sunglasses,5.0,4,14553,1006
205961,John Jacobs,Black,Party,Medium,137 mm,JJ E15283,5000,5000,JJEYE,155,Any age group,Black Full Rim Round Eyeglasses,eyeframe,3.0,1,5107,0
211426,Lenskart Air,Grey,Any occasion,Wide,139 mm,LA E16161,1700,1700,VCEYE,1610,Any age group,No search keywords,eyeframe,0.0,0,1505,0
213645,Hooper,Grey,Any occasion,5-8 yrs,124 mm,HP E15085L,1000,1000,HOOPEREYE,950,5-8 yrs,No search keywords,eyeframe,0.0,0,572,0
135380,John Jacobs,Black,Party,Wide,138 mm,JJ E12548,3500,3500,JJBOGO,72,Any age group,Black Full Rim Square Eyeglasses,eyeframe,4.5,47,14222,6004
136353,Aquacolor,No color available,Any occasion,No size,,Aquacolor Ocean Blue Zero Power Daily,900,599,AQUACOLOR,49989,Any age group,Aquacolor Ocean Blue Zero Power Dailies 10 LP,contact_lens,4.75,12,13032,1881
209299,Vincent Chase Polarized,Gunmetal,Vacation,Extra Wide,146 mm,VC S15752,2000,2000,VCSUN,1843,Any age group,Clubmaster Full Rim Sunglasses,sunglasses,0.0,0,3941,0
209332,Vincent Chase Polarized,Gold,Vacation,Extra Wide,147 mm,VC S15767,1500,1500,VCSUN,164,Any age group,Geometric Full Rim Sunglasses,sunglasses,0.0,0,2463,0
204384,Hooper,Green,Any occasion,8-12 yrs,125 mm,HP E15085L,1000,1000,HOOPEREYE,1507,8-12 yrs,Green Full Rim Rectangle Eyeglasses,eyeframe,0.0,0,5436,0
211450,Lenskart Air,Grey,Any occasion,Medium,136 mm,LA E16169,1700,1700,VCEYE,1194,Any age group,Grey Square Full Rim Eyeglasses,eyeframe,0.0,0,2114,0
138584,John Jacobs,Silver,Any occasion,Medium,137 mm,JJ S13146,3500,3500,JJSUN,243,Any age group,Silver Square Full Rim Sunglasses,sunglasses,4.55,18,12496,1690
146626,Vincent Chase,Black,Any occasion,Medium,136 mm,VC E13789,1700,1700,VCEYE,100,,Matte Black Full Rim Geometric Eyeglasses,eyeframe,4.65,180,31309,21489
206123,Lenskart Air,Grey,Any occasion,Medium,134 mm,LA E15317,3000,3000,VCEYE,1285,Any age group,Grey Transparent Full Rim Rectangle Eyeglasses,eyeframe,5.0,1,5971,0
131241,John Jacobs,Black,Any occasion,Narrow,130 mm,JJ E10007,3500,3500,JJBOGO,863,Any age group,Black Tortoise Full Rim Rectangle Eyeglasses,eyeframe,4.15,108,12700,479
201411,John Jacobs,Gunmetal,Any occasion,Wide,138 mm,JJ E13105,5000,5000,JJEYE,1869,Any age group,Gunmetal Black Full Rim Square Eyeglasses,eyeframe,4.5,38,2653,0
134946,John Jacobs,Gold,Any occasion,Medium,137 mm,JJ S12472,5000,5000,JJSUN,3282,,Gold Hexagonal Full Rim Sunglasses,sunglasses,4.3,24,11333,2088
213642,Hooper,White,Any occasion,8-12 yrs,125 mm,HP E15083L,1000,1000,HOOPEREYE,950,8-12 yrs,No search keywords,eyeframe,0.0,0,549,0
134864,John Jacobs,Transparent,Vacation,Wide,140 mm,JJ S12432,5000,5000,JJSUN,670,Any age group,Transparent Round Full Rim Sunglasses,sunglasses,4.4,31,11569,2210
136181,ThinOptics,Black,Any occasion,Wide,139 mm,Go-Reader Glasses With Case,1100,1100,,434,,Black Full Rim Rectangle Eyeglasses,non_power_reading,4.2,132,37940,511
211277,Vincent Chase Polarized,Black,Any occasion,Medium,138 mm,VC S11164-M,2000,2000,VCSUN,395,Any age group,Black Round Full Rim Sunglasses,sunglasses,0.0,0,2275,0
213093,John Jacobs,Black,Any occasion,Extra Wide,143 mm,JJ S16498,5000,5000,JJSUN,78,Any age group,Black Square Full Rim Sunglasses,sunglasses,0.0,0,1133,0
138231,John Jacobs,Gunmetal,Any occasion,Extra Wide,142 mm,JJ S13077,5000,5000,JJSUN,707,Any age group,Silver Round Full Rim Sunglasses,sunglasses,0.0,0,7757,1398
215388,Vincent Chase,Orange,Any occasion,Medium,137 mm,VC E16665,1700,1700,VCEYE,1302,Any age group,No search keywords,eyeframe,0.0,0,577,0
117020,John Jacobs,Black,Working,Narrow,133 mm,JJ E10004,3500,3500,JJBOGO,2192,Any age group,Grey Full Rim Wayfarer Eyeglasses,eyeframe,4.4,156,38312,11205
151270,Vincent Chase Online,Gold,Vacation,Medium,138 mm,VC S14493,2000,2000,VCSUN,109,,Gold Aviator Full Rim Sunglasses,sunglasses,4.75,9,9982,2459
215396,Vincent Chase,Yellow,,Narrow,132 mm,VC E16670,1700,1700,VCEYE,1201,,Yellow Transparent Brown Demi Full Rim Round Vincent Chase Classic Acetate VC E16670- C1 Eyeglasses,eyeframe,0.0,0,553,0
150158,Lenskart Blu,Green,Any occasion,Wide,138 mm,LB E14284,1200,1200,LKBLUCE,270,Any age group,Green Full Rim Round Eyeglasses,non_power_reading,4.4,7,3047,319
205972,John Jacobs,Gold Black,Party,Medium,136 mm,JJ E15289,5000,5000,JJEYE,643,Any age group,Gold Black Full Rim Round Eyeglasses,eyeframe,0.0,0,4502,0
211457,Lenskart Air,Purple,Any occasion,Medium,134 mm,LA E16173,2000,2000,VCEYE,8,Any age group,No search keywords,eyeframe,0.0,0,2089,0
215922,Lenskart Hustlr,Black,,Narrow,134 mm,LA E15417-N,1700,1700,VCEYE,7556,,Dark Night Full Rim Wayfarer,eyeframe,0.0,0,639,0
201400,John Jacobs,Silver,Any occasion,Wide,141 mm,JJ E12710,3500,3500,JJEYE,1183,Any age group,Grey Full Rim Square Eyeglasses,eyeframe,4.4,42,2995,0
131415,John Jacobs,Black,Everyday,Wide,140 mm,JJ E11676,5000,5000,JJEYE,872,Any age group,Black Full Rim Square Eyeglasses,eyeframe,4.35,90,19365,7493
206461,Vincent Chase Polarized,Silver,Any occasion,Medium,138 mm,VC S15372,2000,2000,VCSUN,2389,,Silver Aviator Full Rim Sunglasses,sunglasses,5.0,1,8015,0
209285,Vincent Chase Polarized,Silver,Any occasion,Wide,142 mm,VC S15747,1500,1500,VCSUN,881,Any age group,Round Full Rim Sunglasses,sunglasses,0.0,0,2014,0
213095,John Jacobs,Brown,Any occasion,Extra Wide,144 mm,JJ S16499,5000,5000,JJSUN,109,Any age group,Brown Square Full Rim Sunglasses,sunglasses,0.0,0,1085,0
135214,John Jacobs,Gold,Working,Wide,138 mm,JJ S12504,5000,5000,JJSUN,498,Any age group,Gold Square Full Rim Sunglasses,sunglasses,4.8,42,7863,2764
143314,John Jacobs,Transparent,Everyday,Narrow,130 mm,JJ E13005,3500,3500,JJBOGO,281,Any age group,Blue Brown Full Rim Round Eyeglasses,eyeframe,4.55,76,16526,1985
202643,Vincent Chase Online,Grey,Any occasion,Narrow,135 mm,VC S12911,1500,1500,VCSUN,1702,,Matte Grey Clubmaster Full Rim Sunglasses,sunglasses,4.55,33,6248,5094
210150,Lenskart Air,Grey,,Narrow,132 mm,LA E11411,3000,3000,VCEYE,2297,,Grey Brown Full Rim Rectangle Lenskart Air Switch LA E11411-C5 Eyeglasses,eyeframe,0.0,0,2933,0
211928,Vincent Chase,Blue,Any occasion,Wide,138 mm,VC E16237,1700,1700,VCEYE,1629,Any age group,No search keywords,eyeframe,0.0,0,1309,0
211941,Lenskart Air,Brown,Any occasion,Wide,139 mm,LA E16239,1700,1700,VCEYE,1561,Any age group,No search keywords,eyeframe,0.0,0,550,0
200749,Lenskart Air,Gunmetal,Any occasion,Medium,135 mm,LA E14868,2000,2000,VCEYE,2271,Any age group,Gunmetal Transparent Half Rim Rectangle Eyeglasses,eyeframe,5.0,8,9702,0
152838,Vincent Chase,Gunmetal,Brunch,Medium,137 mm,VC E14715,1700,1700,VCEYE,784,Any age group,Gunmetal Full Rim Cat Eye Eyeglasses,eyeframe,4.85,16,4062,0
208183,John Jacobs,Pink,Any occasion,Extra Wide,144 mm,JJ S15574,6000,6000,JJSUN,111,Any age group,Pink Wayfarer Full Rim Sunglasses,sunglasses,3.0,3,1623,0
209690,John Jacobs,Silver,Any occasion,Wide,140 mm,JJ E15828,3500,3500,JJBOGO,1180,Any age group,No search keywords,eyeframe,0.0,0,1237,0
205968,John Jacobs,Gold,Party,Extra Wide,143 mm,JJ E15287,6000,6000,JJEYE,1120,Any age group,Gold Full Rim Square Eyeglasses,eyeframe,5.0,1,4623,0
215372,Vincent Chase,Black,Any occasion,Narrow,132 mm,VC E16653,2000,2000,VCEYE,1391,Any age group,Black Half Rim Cat Eye Eyeglasses,eyeframe,0.0,0,495,0
209333,Vincent Chase Polarized,Gold,Any occasion,Extra Wide,148 mm,VC S15768,2000,2000,VCSUN,10,Any age group,Rectangle/ Square Full Rim Sunglasses,sunglasses,0.0,0,2776,0
213217,Vincent Chase,Gold,Any occasion,Narrow,132 mm,VC S16530,2000,2000,VCSUN,808,Any age group,No search keywords,sunglasses,0.0,0,526,0
201540,Lenskart Air Online,Blue,Any occasion,Wide,138 mm,LA E11483-L,1700,1700,VCEYE,125,Any age group,Blue Transparent Full Rim Aviator Eyeglasses,eyeframe,4.7,45,4928,0
210501,Vincent Chase,Pink,Any occasion,Narrow,131 mm,VC E11803,1700,1700,VCEYE,305,Any age group,No search keywords,eyeframe,0.0,0,1683,0
134861,John Jacobs,Transparent,Any occasion,Medium,134 mm,JJ E11723,3500,3500,JJBOGO,760,Any age group,Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.45,101,11644,3717
132041,John Jacobs,Black,Everyday,Medium,134 mm,JJ E10005,3500,3500,JJBOGO,58,,Black Full Rim Rectangle Eyeglasses,eyeframe,4.2,193,20747,2506
146596,John Jacobs,Black,Everyday,Wide,138 mm,JJ E13772,5000,5000,JJBOGO,510,Any age group,Black Silver Full Rim Clubmaster Eyeglasses,eyeframe,4.45,15,11429,2452
208180,John Jacobs,Black,Any occasion,Medium,135 mm,JJ S15573,6000,6000,JJSUN,505,Any age group,Black Wayfarer Full Rim Sunglasses,sunglasses,3.0,2,2564,0
151646,Alcon Air Optix,No color available,Any occasion,No size,,Alcon Air Optix Plus Monthly Disposable 10Hrs,3459,2300,,49980,Any age group,AirOptixPlusHydraglydeContactLens6LensBox,contact_lens,5.0,2,7180,10
210008,Vincent Chase Polarized,Silver,Vacation,Medium,140 mm,VC S15868,1500,1500,VCSUN,251,,Silver Blue Cat Eye Full Rim Sunglasses,sunglasses,0.0,0,1889,0
206136,Lenskart Air,Black,Any occasion,Medium,134 mm,LA E15323,3000,3000,VCEYE,2198,Any age group,Black Full Rim Geometric Eyeglasses,eyeframe,3.0,1,5527,0
215364,Vincent Chase,Green,Any occasion,Wide,138 mm,VC E16650,2000,2000,VCEYE,1408,Any age group,Green Half Rim Rectangle Eyeglasses,eyeframe,0.0,0,493,0
137794,John Jacobs,Blue,Everyday,Medium,134 mm,JJ E13003,3500,3500,JJBOGO,118,Any age group,Blue Full Rim Rectangle Eyeglasses,eyeframe,4.1,31,12668,2031
150160,Lenskart Blu,Grey Transparent,Any occasion,Wide,138 mm,LB E14284,1500,1500,LKBLUCE,568,,Grey Transparent Full Rim Round Eyeglasses,non_power_reading,4.4,7,2255,0
151323,Aquacolor Premium,No color available,Any occasion,No size,,Aquacolor Premium Gray Zero Power Monthly,1299,549,AQUACOLOR,49981,Any age group,Aquacolor Gray Premium Zero Power Monthly 2LP,contact_lens,4.75,9,17039,200
211186,John Jacobs,Brown,Any occasion,Wide,139 mm,JJ E16114,5000,5000,JJBOGO,319,Any age group,Gold Brown Full Rim Cat Eye Eyeglasses,eyeframe,0.0,0,1403,0
140634,John Jacobs,Pink,Any occasion,Wide,139 mm,JJ S13313,5000,5000,JJSUN,141,Any age group,Pink Transparent Wayfarer Full Rim Sunglasses,sunglasses,4.8,19,8610,1524
212056,Hooper,Black,Any occasion,8-12 yrs,131 mm,LK S16250,2000,2000,VCEYE,217,8-12 yrs,No search keywords,sunglasses,0.0,0,1667,0
151372,Vincent Chase Polarized,Silver,Vacation,Medium,136 mm,VC S14505,2000,2000,VCSUN,7197,,Silver Round Full Rim Sunglasses,sunglasses,5.0,8,12204,785
206463,Vincent Chase Polarized,Black,Any occasion,Medium,137 mm,VC S15373,1500,1500,VCSUN,2993,Any age group,Black Aviator Full Rim Sunglasses,sunglasses,4.5,2,7629,0
209030,Vincent Chase Online,Black,Any occasion,Wide,138 mm,VC E15545,2000,2000,VCEYE,346,Any age group,No search keywords,eyeframe,0.0,0,2138,0
153142,Aquacolor,No color available,Any occasion,No size,,Aquacolor Premium Tricky Turquoise Powered Monthly,650,299,AQUACOLOR,49985,,Aquacolor Turquoise Premium Powered Monthly 1LP,contact_lens,4.25,4,11940,39
148342,Lenskart Air,Black,Any occasion,Medium,134 mm,LA E14021,2000,2000,VCEYE,265,Any age group,Matte Black Gold Half Rim Cat Eye Eyeglasses,eyeframe,4.8,12,9629,1186
136348,Aquacolor,No color available,,No size,,Aquacolor Envy Green Zero Power Daily,900,599,AQUACOLOR,49995,,Aquacolor Envy Green Zero Power Dailies 10 LP,contact_lens,4.65,72,11155,621
148353,Lenskart Air,Black,,Narrow,132 mm,LA E10592-S,1700,1700,VCEYE,4190,,Black Full Rim Wayfarer Eyeglasses,eyeframe,4.7,42,18269,3963
112988,Alcon Freshlook,No color available,Any occasion,No size,,Alcon Freshlook Honey Powered Bi-Weekly,1320,749,,49995,Any age group,Freshlook Colorblends Honey Color Lenses 2 Lens per Box,contact_lens,3.9,18,19439,4977
151324,Aquacolor Premium,No color available,Any occasion,No size,,Aquacolor Premium Silver Gray Zero Power Monthly,1299,549,AQUACOLOR,49940,Any age group,Aquacolor Silver Gray Premium Zero Power Monthly 2LP,contact_lens,4.75,9,18724,717
210623,Lenskart Air,Blue,Any occasion,Medium,137 mm,LA E15019,1700,1700,VCEYE,971,,No search keywords,eyeframe,0.0,0,4717,0
143910,Lenskart Blu,Grey,Any occasion,Medium,136 mm,LB E13527,1500,1500,LKBLUCE,982,Any age group,Grey Full Rim Rectangle Eyeglasses,non_power_reading,4.45,133,10283,2891
211950,Lenskart Air,Brown,Any occasion,Medium,134 mm,LA E16242,1700,1700,VCEYE,829,Any age group,No search keywords,eyeframe,0.0,0,1065,0
204142,Lenskart Hustlr,Midnight Blue,,Extra Narrow,125 mm,HP E15011,1700,1700,HOOPEREYE,1348,8-12 yrs,Midnight Blue Full Rim Wayfarer Eyeglasses,eyeframe,4.6,11,8465,0
209684,John Jacobs,Silver,Any occasion,Narrow,133 mm,JJ E15826,5000,5000,JJEYE,329,Any age group,Silver Rimless Rectangle Eyeglasses,eyeframe,0.0,0,2293,0
215420,Lenskart Air,Tortoise,Any occasion,Medium,134 mm,LA E16647,1700,1700,VCEYE,1699,Any age group,No search keywords,eyeframe,0.0,0,1139,0
